type,id,lat,lon,tag:access,tag:access:conditional,tag:addr:city,tag:alt_name,tag:alt_name:en,tag:alt_name:etymology:wikidata,tag:alt_name:ga,tag:alt_name_1,tag:alt_name_2,tag:amenity,tag:area,tag:barrier,tag:bubbleid,tag:building,tag:check_date,tag:covered,tag:demolished,tag:denomination,tag:description,tag:description1,tag:disused,tag:disused:amenity,tag:disused:man_made,tag:drinkable:cup,tag:drinking_water,tag:fixme,tag:genus,tag:heritage,tag:heritage:operator,tag:heritage:website,tag:historic,tag:holy_well:cures:wikidata,tag:image,tag:intermittent,tag:landuse,tag:leisure,tag:level,tag:loc_name,tag:loc_name:etymology,tag:loc_name:etymology:wikidata,tag:locality,tag:logainm:ref,tag:man_made,tag:mapillary,tag:name,tag:name:1839,tag:name:de,tag:name:en,tag:name:etymology,tag:name:etymology:wikidata,tag:name:etymology:wikipedia,tag:name:ga,tag:name:ie,tag:natural,tag:note,tag:old_name,tag:old_name:etymology:wikidata,tag:operator,tag:patron_day,tag:place_of_worship,tag:pump,tag:ref:IE:niah,tag:ref:IE:nm,tag:ref:IE:smr,tag:religion,tag:saint:name,tag:service_times,tag:sketchfab,tag:source,tag:source:alt_name,tag:source:description,tag:source:name,tag:source:place_of_worship,tag:subject:wikidata,tag:subject:wikipedia,tag:survey:date,tag:tourism,tag:url:sketchfab,tag:was:amenity,tag:was:name,tag:was:natural,tag:was:place_of_worship,tag:was:service_times,tag:water,tag:water_source,tag:website,tag:well:cure,tag:wheelchair,tag:wikidata,tag:wikimedia_commons,tag:wikipedia
node,12331367736,52.3996475,-9.8426007,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberlackan,,,,,,,,,spring,,,,,,holy_well,,,,KE014-020001-,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12331379865,52.1385677,-8.8698493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Fursey's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12367736451,54.0517285,-6.3839002,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint Bridget's Well,,,,,Q80979,,,,spring,,,,,,holy_well,,,,LH004-097007-,,,,,OS 1st edition map,,,OS 2nd edition map,,,,,,,,,,,,,,,,,,,
node,12396415764,52.7395441,-6.2061592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Michael's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396420757,52.6859258,-6.6078909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,12396451550,52.6711868,-6.5553114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermurry,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British war office map,,,,,,,,,,,,,,,,,,,,,,
node,12396451592,52.6847562,-6.4285249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396502978,52.6305635,-6.6400551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396505564,52.7248163,-6.1590546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396527661,52.6810363,-6.3006426,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,Boiling Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396545738,52.6163844,-6.4041862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396545833,52.6966624,-6.2144866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberacvan,,,,Caomhán,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12396545857,52.5612278,-6.7498548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396553919,52.57788,-6.5127888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396557968,52.55341,-6.351487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Moling's Well,,,,,Q4300418,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396561416,52.5258891,-6.418215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Cormick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396574594,52.4557708,-6.7181852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 2nd edition map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,12396574599,52.4714311,-6.3899392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. John's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396589101,52.4977451,-6.3590992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermaclura,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396589455,52.5214934,-6.2713131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396638231,52.5010386,-6.295445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bride's Well,,,,,Q80979,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396644749,52.454276,-6.765376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396662234,52.4200873,-6.9361228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernacally,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396662248,52.4033549,-6.9390732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rag Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396662249,52.4369508,-6.8142056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberaphuca,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396675400,52.4598322,-6.555292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Kieran's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396676741,52.4458206,-6.7854644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Paul's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396684364,52.4608896,-6.5528029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396694916,52.4508033,-6.3576239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bridget's Well,,,,,Q80979,,,,spring,,,,,,holy_well,,,,WX027-044----,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396698054,52.3858091,-6.9475088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396698116,52.4961497,-6.2839088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 2nd edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396698921,52.4287672,-6.9020111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396704644,52.4036331,-6.7371941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396705062,52.3909492,-6.3687484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Margaret's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396708376,52.382065,-6.9268262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberkeagh,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396709665,52.3868748,-6.6515753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396712252,52.4298805,-6.4854674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396712291,52.4162038,-6.5620016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. John's Well,,,,,,,,,,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,spring,,,,,,,,,,
node,12396720406,52.385927,-6.7257075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberbaun,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396721583,52.3456574,-6.9577494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Nicholas' Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396729769,52.3403892,-6.8907841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,WX034-041----,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396733743,52.4256438,-6.4734149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberakilleen,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396743005,52.3393444,-6.9201717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396759521,52.3763156,-6.7982116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermurry,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396766519,52.3618949,-6.6385786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396768675,52.3811285,-6.8684024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernabobaunia,,,,,,,,,spring,"National Monuments Service explains the etymology as ""the well of the white cow"", but St. Moninna/ Mowenna visited this area, and her name is phonetically quite similar imho.",,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396776556,52.3578376,-6.6028932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermoghir,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396776583,52.3425891,-6.5086752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Nicholas' Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12396797131,52.3674145,-6.4973013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396807209,52.3777802,-6.5748534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Laurence's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396812893,52.3282304,-6.4607602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Nicholas' Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396813583,52.3365166,-6.4688592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Margaret's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396816914,52.3284886,-6.4486715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary Magdalene's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396829233,52.3103497,-6.9372734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bridget's Well,,,,,Q80979,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396829847,52.2725036,-6.9569863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Margaret's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396832557,52.3093593,-6.8223596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396841528,52.3153773,-6.8374524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396847325,52.2991382,-6.771749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Edan's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396853302,52.2983739,-6.8290088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396853489,52.2886409,-6.7850688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Catherine's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396860104,52.279764,-6.737186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396862144,52.3047099,-6.694783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobershivaun,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396881088,52.2548763,-6.8737239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Aghatha's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396881089,52.2942573,-6.3983747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Braagh's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396882782,52.2601654,-6.4091545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Michael's Well,,,,,,,,,,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,spring,,,,,,,,,,
node,12396889626,52.2444473,-6.3895181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396903764,52.183888,-6.8645856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396905287,52.1656599,-6.8821601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Helen's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12396906711,52.208703,-6.8663397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12409358177,53.9935761,-6.402281,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2,IE:smr,,,,,,,,,,,,,,,,Ladywell,,,,,,,,,spring,,,,,,holy_well,,,,LH007-114----,,,Aug 15,,British war office map;https://www.facebook.com/LadywellShrineDundalk/,,,,,,,,,,,,,,,,,,,,,,
node,12445588479,53.83311,-6.4892319,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Trinity Well,,,,,,,,,spring,,,,,,holy_well,,,,LH017-038001-,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12496737149,52.984539,-7.0868411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bridget's Well,,,,,,,,,spring,,,,,,holy_well,,,,LA019-014003-,,,,,survey;OS 2nd edition OS map,,,,,,,,,,,,,,,,,,,,Q135300974,"Category:St Brigid's Well, Ballintubbert",
node,12552461762,53.4925882,-8.7653612,,,,St Brigid's Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creevaghbaun Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,
node,12566098862,54.2779765,-8.7638216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,Toberpatrick,,,,,,,,,,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12628110993,52.302896,-7.2887152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobar na leadhb,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map;local knowledge,,,,,,,,,,place_of_worship,,,,,,,,,,Q126890019,,
node,12650847095,53.2339514,-8.4330769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Brendan's Wells,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,British war office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,12668725784,53.5406724,-9.0252551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberneevha,,,,,,,,,spring,,,,,,holy_well,,,,GA028-013----,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,
node,12688746101,54.3446373,-5.6835367,,,,Mearne Well;St Patrick's Well,,,,,,,,,,,,,,,Believed to be the location where Patrick converted his first Christians and baptised them.,,,,,,,,,,,,,,,,,,,,,,,,,,Mearing Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,12726878127,52.6555218,-7.5208123,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,bullaun_stone,,,,,,,,,,,,,,Saint Patrick's Well,,,,,Q165479,,,,,,,,,,holy_well,,,,,christian,,,,"https://www.duchas.ie/en/cbes/4758543/4753170/5015237, https://www.duchas.ie/en/cbes/4758581/4756428/4934015",,,,,Q165479,,,,,,,,,,,,,,,Q126486654,,
node,12737422643,51.8667633,-8.5694459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday Well,,,,,,,Tobar Rí an Domhnaigh,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12737463387,51.7999306,-8.6678374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12737463389,51.8001562,-8.6688378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,File:A holy well - geograph.org.uk - 3549401.jpg,
node,12737520715,52.1668876,-8.813256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12737538660,52.2290365,-8.6663568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lady's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12737564768,54.2141088,-8.0051494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermurry,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,"Category:Tobermurry, Derrynalester",
node,12737759435,52.7814546,-8.8372913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finlough Holy Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12737766216,52.6325412,-9.407484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Senan's Well,,,,,,,,,spring,,Gloonsenan,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12737778632,52.6416084,-9.4933536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Senan's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:St. Senan's Well - geograph.org.uk - 12684.jpg,
node,12794210135,53.7899224,-6.7067585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernaveenoy,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12802508366,53.8406713,-9.5708471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,water_well,,St Brendan's Well,,,,,,,,,water_well,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12869253079,53.5396083,-8.8933127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bennan's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,12892685118,52.9380704,-6.9538637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Thomas' Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,british war office map,,,,,,,,,,,,,,,,,,,,,,
node,12898966553,53.4105359,-8.8409257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Patrick,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,13027060712,53.2855741,-8.3195292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Commadan's Holy Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,13032141583,53.5370545,-8.3065874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloonruff Holy Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,13092780830,52.4291667,-8.4055549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Paul's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
