type,id,lat,lon,tag:access,tag:access:conditional,tag:addr:city,tag:alt_name,tag:alt_name:en,tag:alt_name:etymology:wikidata,tag:alt_name:ga,tag:alt_name_1,tag:alt_name_2,tag:amenity,tag:area,tag:barrier,tag:bubbleid,tag:building,tag:check_date,tag:covered,tag:demolished,tag:denomination,tag:description,tag:description1,tag:disused,tag:disused:amenity,tag:disused:man_made,tag:drinkable:cup,tag:drinking_water,tag:fixme,tag:genus,tag:heritage,tag:heritage:operator,tag:heritage:website,tag:historic,tag:holy_well:cures:wikidata,tag:image,tag:intermittent,tag:landuse,tag:leisure,tag:level,tag:loc_name,tag:loc_name:etymology,tag:loc_name:etymology:wikidata,tag:locality,tag:logainm:ref,tag:man_made,tag:mapillary,tag:name,tag:name:1839,tag:name:de,tag:name:en,tag:name:etymology,tag:name:etymology:wikidata,tag:name:etymology:wikipedia,tag:name:ga,tag:name:ie,tag:natural,tag:note,tag:old_name,tag:old_name:etymology:wikidata,tag:operator,tag:patron_day,tag:place_of_worship,tag:pump,tag:ref:IE:niah,tag:ref:IE:nm,tag:ref:IE:smr,tag:religion,tag:saint:name,tag:service_times,tag:sketchfab,tag:source,tag:source:alt_name,tag:source:description,tag:source:name,tag:source:place_of_worship,tag:subject:wikidata,tag:subject:wikipedia,tag:survey:date,tag:tourism,tag:url:sketchfab,tag:was:amenity,tag:was:name,tag:was:natural,tag:was:place_of_worship,tag:was:service_times,tag:water,tag:water_source,tag:website,tag:well:cure,tag:wheelchair,tag:wikidata,tag:wikimedia_commons,tag:wikipedia
node,10601991808,53.7468519,-8.4549531,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Emlagh Well,,,,,Q104337038,,,,spring,,,,,,holy_well,,,,RO027-033,christian,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,10602204919,54.7184299,-8.7366106,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10606155120,53.7583086,-9.2926016,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernacannana,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10606155142,53.7552988,-9.2816073,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tober Patrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,MA099-007001,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10606360260,54.0987687,-10.1107103,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Deirbhile’s Well,,,,,Q120999994,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10606490690,53.7527709,-9.5026374,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,MA098-003001,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10608004231,54.2382432,-9.2420527,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,MA015-031003,christian,,,,British War office map;OS 1st edition,,,,,,,,,,,,,,,,,,,,,,
node,10608286648,53.8894257,-9.2072591,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,MA070-145,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10612151993,53.3332055,-8.4000953,,,,,,,,,,place_of_worship,,,,,,yes,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Lanfera's Well,,,,,,,,,spring,,,,,,holy_well,,,,GA086-001002,christian,,,,,,,,,,,,,,,,,,,,,,,,Q122309962,,
node,10612166716,53.3332648,-8.4001368,,,,,,,,,,place_of_worship,,,,,,no,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Lanfera's Well,,,,,,,,,spring,,,,,,holy_well,,,,GA086-001001,christian,,,,,,,British War Office map,,,,,,,,,,,,,,,,,Q122309770,,
node,10612166717,53.332494,-8.4017622,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,GA086-001003-,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10616793683,53.1047941,-8.3934917,,,,,,,,,,place_of_worship,,,,,,yes,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,GA125-001002-,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10616818129,53.1984284,-8.9054549,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Sourneys Well,,,,,Q121001043,,,,spring,,,,,,holy_well,,,,GA103-118005-,christian,,,,,,,,,,,,,,,,,,,,,,,,,File:Well of Saint Sairnait (Saint Sourney) 2.jpg,
node,10621583723,53.0466481,-8.8853256,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,,,,,,,,,,,,,,,,,Tobermacduagh,,,,,,,,,spring,,,,,,holy_well,,,51,GA128-034010,christian,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,Q122309534,,
node,10625263736,53.4650825,-9.1464011,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,GA041-011----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10633687070,52.1084721,-8.2033217,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,CO036-019005,christian,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,Q122309455,File:Coole Holy Well - geograph.org.uk - 3574830.jpg,
node,10634825248,52.3169562,-8.9408782,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Benjamin's Well,,,,,Q540436,,,,spring,,,,,,holy_well,,,,CO006-006002,christian,,,,,,,,,,,,,,,,,,,,,,,,Q122309468,,
node,10639866120,52.1529692,-10.3305446,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermanaghan,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10656312887,52.1430576,-10.3579171,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10657399407,52.6356349,-8.6741942,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map;Esri Clarity,,,,,,,,,,,,,,,,,,,,,,
node,10669181716,53.836455,-7.1026562,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10680306099,53.8954186,-8.3967063,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,RO009-055,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10684107969,53.8325167,-8.4759813,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberbreedia,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,10684338942,53.7828739,-8.4740236,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tober Caelainn,,,,,Q121010274,,,,spring,,,,,,holy_well,,,,RO020-042,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10705162572,53.7540428,-8.6804652,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberarnebe,,,,,,,,,spring,,,,,,holy_well,,,,MA103-010002,christian,,,,Bing;British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10705190073,53.7598023,-8.6860791,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10710777488,53.7525172,-8.5462099,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberwingan,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10724064432,53.8243851,-8.5583684,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,check exact location,,2,IE:smr,,,,,,,,,,,,,,,,St. Bridget's Well,,,,,,,,,spring,,,,,,holy_well,,,,RO020-006,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10727374400,53.8340399,-8.206244,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermurry,,,,,Q345,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,10727465096,53.8294906,-8.020851,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobermurry,,,,,Q345,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,
node,10727760480,53.8437677,-8.1271885,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Patrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10727900500,53.8456627,-8.2339713,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernagallaun,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10729786808,53.8649572,-8.2305515,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobernavean,,,,,,,,,spring,,,,,,holy_well,,,,RO016-066,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10731256533,53.8770284,-8.0063134,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Partrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10731417130,53.8887116,-8.0067277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobernacleggan,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10735360418,54.0683495,-8.2142785,,,,Tober Mary,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Brigid's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10735368584,54.0497205,-8.1974584,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Bride,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10749527276,53.8011245,-8.1516328,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Tober Patrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10751566949,53.8960667,-8.0984178,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Bridge's Well,,,,,,,,,spring,,,,,,holy_well,,,,RO011-113,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10751765843,53.8051399,-8.006878,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,RO024-013002,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10753153058,53.7627959,-8.0418447,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10755951541,53.8071056,-8.075214,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberabrilloge,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10756041496,53.7992711,-8.1065986,,,,Lettreen Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,British war office map,,,,,,,,,,,,,,,,,,,,,
node,10757761444,53.7390851,-8.1909681,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10759357579,53.7774008,-8.2760471,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberagulla,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10761858178,53.6738938,-8.3419906,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,RO034-080009,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10761858198,53.6735602,-8.341025,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,RO034-080010,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10790982519,53.3219695,-9.1862779,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,GA081-011003-,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10805837721,53.3781446,-9.2130715,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,GA068-025----,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,10815448825,53.2457841,-9.3140405,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10896922795,53.0910603,-9.2036355,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,exact location,,,,,,,,,,,,,,,,,,,St. John's Well,,,,,Q40662,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10930582485,52.4631654,-6.8479147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,,,,,OS 1st edition map,,,,,,,,,,,,,,,,,,,,,,
node,10957536331,52.0112992,-8.9764118,,,,,,,,,,,,,,,,,,,"in correct position, nearly poi deleted; nr summit, for Sick Animals",,,,,,,,,2,IE:smr,,,,,,,,,,,,,,water_well,,St Johns Well,,,,,,,,,spring,,,,,,holy_well,,,,CO048-085----,,,,,aerial imagery,,,,,,,,,,,,,,,,,,,,,,
node,10968218723,53.0164824,-9.3650562,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10977029416,53.0431888,-9.0178774,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10978610488,53.787057,-6.7181906,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Patrick's Well,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10983797869,53.2808308,-8.6782551,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,GA096-174----,christian,,,,,,,,,,,,,,,,,,,,,,,,Q122309613,,
node,11033046207,53.4868422,-6.612128,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Nicholas' Well,,,,,Q44269,,,,spring,,,,,,holy_well,,,,ME043-045----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11036305276,53.6931777,-6.6083863,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tober Patrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,ME018-032----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11037175468,53.7095478,-6.5533701,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Lady's Well,,,,,Q345,,,,spring,,,,,,holy_well,,,,ME019-061,,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11056792054,53.8641492,-7.1744815,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11065786745,53.2722103,-6.0920032,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well of Gailline,,,,,,,,,spring,not on Sites and Monuments records,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11121622331,52.2763108,-7.2406982,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobar an tí mhóir,,,,,,,,,spring,,,,,,holy_well,,,,KK042-035,,,,,,,,O'Kelly Placenames p. 136,,,,,,,,,,,,,,,,,Q126473028,,
node,11121637179,52.304075,-7.1674163,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberenan,,,,,,,,,spring,,,,,,holy_well,,,,KK043-006,,,,,,,,,,,,,,,,,,,,,,,,,Q126460326,,
node,11123956952,52.8730601,-7.1820207,,,,,,,,,,,,,,,,,,roman_catholic,"Access via boggy fields. Wrought-iron gate at the entrance, modern wall surrounds well which looks neglected. Slabstones partly covering the water opening.",,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Church Well,,,,,,,,,spring,,,,,,holy_well,,,,KK002-001003,christian,,,,Esri Clarity,,,,,,,2023-08-30,,,,,,,,,,,,,Q122114442,"Category:Church Well, Aughatubbrid or Chatsworth",
node,11123986964,52.8194099,-7.3332007,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Finan's Well,,,,,Q622223,,,,spring,,,,,,holy_well,,,,KK005-012001,,,,,,,,,,,,,,,,,,,,,,,,,Q126454405,"Category:Saint Finan's Well, Tinnalintan",
node,11124025160,52.7132669,-7.4806604,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberpatrick,,,,,,,,,spring,,,,,,holy_well,,,,KK013-031,christian,,,,,,,,,,,,,,,,,,,,,,,,Q126478438,,
node,11124027029,52.7903396,-7.3632748,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Brigid's Well,,,,,,,,,spring,presumed location judging from a little hillock on Esri Clarity,,,,,holy_well,,,,KK009-013004,,,,,O'Kelly Placenames p. 53,,,,,,,,,,,,,,,,,,,,Q126436485,,
node,11124030065,52.7611516,-7.2906733,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,KK010-102,,,,,Esri World,,,,,,,,,,,,,,,,,,,,Q126454901,,
node,11124070372,52.7225113,-7.5555955,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Toberpatrick,,,,,,,Tobar Patraig,,spring,it might be in/ under the modern enclosure to the east,,,,,holy_well,,,,KK012-007,,,,,,,,,,,,,,,,,,,,,,,,,Q126443543,,
node,11124626340,52.5838084,-7.4144484,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobermolua,,,,,,,,,spring,,,,,,holy_well,,,,KK022-017001-,,,,,survey,,,,,,,2025-10-28,,,,,,,,,,,,,Q122306022,,
node,11124665752,52.6491293,-7.2573876,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Rock's Well,,,,,,,,,,"approximate location, might also have been further North closer to Gaol Road",,,,,holy_well,,,,KK019-025003,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,Q126476487,,
node,11126368482,52.5791283,-6.9866889,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,St. Fiachra’s Well,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,KK025-035002-,,,,,,,,,,,,,,,,,,,,,,,,,Q126473306,,
node,11126382876,52.6018898,-6.9723017,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tobernavean,,,,,,,,,spring,,,,,,holy_well,,,,KK025-028,,,,,OS 2nd edition map; OS 1st edition map,,,,,,,,,,,,,,,,,,,,Q126474220,,
node,11133017129,54.2656279,-5.8125297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_well,,St Patrick's Well,,,,,,,,,spring,,,,,,holy_well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11134643496,52.3738395,-7.391926,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Tober Muire,,,,,,,,,spring,,,,,,holy_well,,,,KK038-001,,,,,British War office map;O'Kelly Placenames p. 140,,,,,,,,,,,,,,,,,,,,Q122302328,,
node,11134783323,52.3691611,-7.0419521,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint Cuan's Well,,,,,Q5202799,,,,spring,HEV has it further southwest,,,,,holy_well,,,,KK041-015002-,,,,,British war office map,,,,,Q5202799,,,,,,,,,,,,,,,Q126460137,,
node,11168165775,52.4702328,-6.4940196,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Peter's Well,,,,,,,,,spring,,,,,,holy_well,,,,WX026-018----,,,,,British War Office map,,,,,,,,,,,,,,,,,,,,,,
node,11178685865,53.3452887,-6.2648822,,,,,,,,,,,,,,,,,,,,,,,water_well,,,,,2,IE:smr,,,,,,,,,,,,,,,,Saint Winifred's Well,,,,,,,,,,,,,,,holy_well,,,,DU018-020551,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,Q117187732,"Category:St Winifred’s Well, Temple Bar",
node,11188317153,53.555474,-10.0324354,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,GA022-018----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11193168318,53.8203231,-6.6346197,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,106066,,,Lady's Well,,,Lady's Well,,,,Tobar Bearráin,,spring,,,,,,holy_well,,,,ME006-057----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11193929577,53.7883152,-6.660035,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,spring,,,,,,holy_well,,,,ME012-047----,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11194019253,53.7838053,-6.6979694,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,Trinity Well,,,,,,,,,spring,,,,,,holy_well,,,,ME012-045----,christian,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,
node,11205635103,53.8370933,-7.1038647,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Toberpatrick,,,,,Q165479,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11220271085,53.5876682,-6.5651357,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,2,IE:smr,,,,,,,,,,,,,,,,St. Columbkille's Well,,,,,,,,,spring,,,,,,holy_well,,,,ME032-050----,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11220607033,53.6136407,-6.6451138,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Bridget's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,British War office map,,,,,,,,,,,,,,,,,,,,,,
node,11231043090,53.618153,-6.9167841,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint James's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11232445662,53.6676006,-6.9266117,,,,,,,,,,place_of_worship,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Reid's Well,,,,,,,,,spring,,,,,,holy_well,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,
